PICST_27987	1	1841	8191	ON	1	27987	(1841..8191)	vesicle coat complex AP-3	psti_1.L
PICST_27988	1	10549	14520	ON	1	27988	(10549..14520)	vesicle coat complex AP-3	
PICST_27989	1	14883	16892	ON	1	27989	(14883..16892)	ATP-dependent DNA helicase	
PICST_64741	1	34743	36395	ON	1	64741	(34743..36395)	sugar transporter protein	
PICST_39044	0	37424	38983	ON	1	39044	complement(37424..38983)	dicarboxylic amino acid permease	
PICST_74665	1	40983	42071	ON	1	74665	(40983..42071)	Mannose-1-phosphate guanyltransferase (ATP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase) (CASRB1)	
PICST_51763	0	42570	43235	ON	1	51763	complement(42570..43235)	predicted protein	
PICST_51621	0	43659	44840	ON	1	51621	complement(43659..44840)	predicted protein; removed annotated introns	
PICST_38766	0	45009	46010	ON	1	38766	complement(45009..46010)	predicted protein	
PICST_27997	1	46276	47814	ON	1	27997	(46276..47814)	predicted protein	
PICST_38239	0	47918	48190	ON	1	38239	complement(47918..48190)	predicted protein	
PICST_37943	1	48534	49400	ON	1	37943	(48534..49400)	predicted protein	
PICST_28000	1	49800	52376	ON	1	28000	(49800..52376)	Fungal-specific transcription factor	
PICST_33997	1	53495	55162	ON	1	33997	(53495..55162)	allantoate permease; removed annotated introns	
PICST_51159	0	55663	57159	ON	1	51159	complement(55663..57159)	predicted protein; removed annotated introns	
PICST_28003	0	59667	61528	ON	1	28003	complement(59667..61528)	putative RNA-directed DNA polymerase; removed annotated introns	
PICST_28004	0	62072	63316	ON	1	28004	complement(62072..63316)	hypothetical multi-copy protein	
PICST_51462	0	63966	64964	ON	1	51462	complement(63966..64964)	Fructose-1,6-bisphosphatase	
PICST_52240	0	67071	67700	ON	1	52240	complement(67071..67700)	predicted protein; removed annotated introns	
PICST_68832	1	69533	70969	ON	1	68832	(69533..70969)	Protein transport protein SEC61 alpha subunit	
PICST_37870	1	71759	72295	ON	1	37870	(71759..72295)	predicted protein	
PICST_64745	0	72609	73688	ON	1	64745	complement(72609..73688)	transcription factor	
PICST_80670	1	76052	79687	ON	1	80670	(76052..79687)	nuclear pore protein; removed annotated introns	
psti_CGOB_00001	1	80075	81772	ON	1	ps_00001	(80075..81772)	annotated by CGOB	
PICST_38202	1	82511	83476	ON	1	38202	(82511..83476)	epoxide hydrolase,soluble (sEH)	
PICST_52144	0	83529	85238	ON	1	52144	complement(83529..85238)	part of small (ribosomal) subunit (SSU) processosome (contains U3 snoRNA)	
psti_CGOB_00002	0	85769	88480	ON	1	ps_00002	complement(85769..88480)	annotated by CGOB	
PICST_66227	0	89463	90920	ON	1	66227	complement(89463..90920)	Nuclear receptor coregulator SMRT/SMRTER,contains Myb-like domains	
PICST_66228	0	96214	97809	ON	1	66228	complement(96214..97809)	mRNA cap methyltransferase	
PICST_38512	0	98185	98982	ON	1	38512	complement(98185..98982)	dihydrofolate reductase	
PICST_38498	1	100244	100642	ON	1	38498	(100244..100642)	predicted protein	
PICST_38196	0	101211	105938	ON	1	38196	complement(101211..105938)	regulator of histone transcription	
PICST_34004	0	107320	108105	ON	1	34004	complement(107320..108105)	predicted protein	
PICST_24555	0	109704	111488	ON	1	24555	complement(109704..111488)	predicted protein	
PICST_52398	1	112288	114441	ON	1	52398	(112288..114441)	predicted protein	
PICST_74587	1	115009	116487	ON	1	74587	(115009..116487)	Fumarase converts fumaric acid to L-malic acid in the TCA cycle	
PICST_34006	1	117006	118226	ON	1	34006	(117006..118226)	predicted protein; removed annotated introns	
PICST_38732	1	118725	120338	ON	1	38732	(118725..120338)	predicted protein	
PICST_80613	0	120969	124763	ON	1	80613	complement(120969..124763)	TATA-binding protein-interacting protein; removed annotated introns	
PICST_51433	0	125410	126066	ON	1	51433	complement(125410..126066)	predicted protein	
PICST_28027	0	126494	128043	ON	1	28027	complement(126494..127606,127951..128043)	predicted protein	
PICST_28028	0	128286	128633	ON	1	28028	complement(128286..128633)	predicted protein	
psti_CGOB_00185	0	129396	129590	ON	1	ps_00185	complement(129396..129590)	Annotated by CGOB	
PICST_34008	1	131816	132658	ON	1	34008	(131816..132658)	predicted protein	
PICST_85888	0	132841	134850	ON	1	85888	complement(132841..134850)	transcription factor which mediates glucose repression	
PICST_28031	1	141099	143129	ON	1	28031	(141099..143129)	predicted protein	
PICST_28032	1	145165	146502	ON	1	28032	(145165..146502)	predicted protein	
PICST_52647	1	147751	149220	ON	1	52647	(147751..149220)	mitochondrial lactate ferricytochrome c oxidoreductase	
PICST_66232	1	151610	153097	ON	1	66232	(151610..153097)	hypothetical protein	
PICST_39062	1	153813	154163	ON	1	39062	(153813..154163)	Putative RING-H2 finger protein	
PICST_38380	0	154403	155188	ON	1	38380	complement(154403..155188)	Mitochondrial ribosomal protein S10	
PICST_38384	1	155645	156550	ON	1	38384	(155645..156550)	tRNA methyltransferase	
PICST_74513	0	156719	158500	ON	1	74513	complement(156719..158500)	lysyl-tRNA synthetase	
PICST_80736	1	159603	160506	ON	1	80736	(159603..159680,159734..159768,159822..159828,160078..160129,160198..160266,160325..160506)	predicted protein	
PICST_37804	1	161012	164287	ON	1	37804	(161012..164287)	predicted protein; removed annotated introns	
PICST_66235	0	164329	166452	ON	1	66235	complement(164329..166452)	predicted protein	
PICST_80322	1	168117	169307	ON	1	80322	(168117..169307)	alpha subunit of pyruvate dehydrogenase	
PICST_51353	1	169603	175980	ON	1	51353	(169603..175980)	RNA helicase-related protein required for pre-mRNA splicing; removed annotated introns	
PICST_34016	1	176582	177691	ON	1	34016	(176582..177691)	anthranilate phosphoribosyltransferase	
psti_CGOB_00003	1	178086	181187	ON	1	ps_00003	(178086..181187)	annotated by CGOB	
PICST_28046	0	181411	182124	ON	1	28046	complement(181411..182124)	predicted protein	
PICST_66237	0	182427	186773	ON	1	66237	complement(182427..186773)	DNA-directed RNA polymerase III subunit C1 (RPO31)	
psti_CGOB_00118	1	186403	1865630	ON	1	ps_00118	(1865403..1865630)	Annotated by CGOB	
PICST_34019	1	187206	187430	ON	1	34019	(187206..187430)	predicted protein	
PICST_52887	0	187966	189249	ON	1	52887	complement(187966..189249)	26S proteasome regulatory subunit	
PICST_39066	1	189896	190593	ON	1	39066	(189896..189977,190043..190079,190130..190244,190372..190593)	predicted protein	
PICST_64750	1	191061	192173	ON	1	64750	(191061..192173)	methionine aminopeptidase	
PICST_37566	0	192398	193231	ON	1	37566	complement(192398..193231)	predicted protein	
PICST_74533	1	194310	195986	ON	1	74533	(194310..195986)	cytoplasmic chaperonin of the Cct ring complex	
PICST_52201	1	196817	198754	ON	1	52201	(196817..198754)	Vesicle trafficking protein Sly1 (Sec1 family)	
PICST_37582	0	198994	200373	ON	1	37582	complement(198994..200373)	RUVB-like protein	
PICST_68965	0	200827	201651	ON	1	68965	complement(200827..201651)	putative transcription factor Fet5	
PICST_37673	0	201848	203743	ON	1	37673	complement(201848..203743)	Meiotic Sister-Chromatid recombination transmembrane protein (putative) showing some protein similarity to Zrc1p and Cot1p	
PICST_68764	0	204499	206421	ON	1	68764	complement(204499..206421)	mitochondrial glycerol-3-phosphate dehydrogenase	
PICST_34027	1	209035	210654	ON	1	34027	(209035..210654)	allantoate permease; removed annotated introns	
PICST_80075	1	211277	213211	ON	1	80075	(211277..213211)	secretion lowering protein; removed annotated introns	
PICST_74592	1	214098	215552	ON	1	74592	(214098..215552)	universal stress protein (USP) family protein possible involvement in nucleo-mitochondrial control of maltose,galactose and raffinose utilization; removed annotated introns	
psti_CGOB_00184	0	215805	217040	ON	1	ps_00184	complement(215805..217040)	Annotated by CGOB	
PICST_80065	0	218492	219469	ON	1	80065	complement(218492..219469)	U3 snoRNP protein	
PICST_80295	1	221072	222253	ON	1	80295	(221072..222253)	putative UDP-galactose transporter	
PICST_37571	1	221489	223006	ON	1	37571	(221489..221491,222563..223006)	intron annotated by CGOB
PICST_66248	1	223638	226418	ON	1	66248	(223638..226418)	kinesin-like protein	
PICST_51091	1	226796	228772	ON	1	51091	(226796..228772)	saccharolysin (oligopeptidase)	
PICST_5140	0	228908	230308	ON	1	5140	complement(228908..230308)	predicted protein; removed annotated introns	
PICST_80446	0	231552	233813	ON	1	80446	complement(231552..233813)	protein involved in Golgi retention and vacuolar sorting; removed annotated introns	
PICST_86346	1	236364	237221	ON	1	86346	(236364..237221)	peroxisomal 2,4- dienoyl-CoA reductase and sorbitol utilization protein	
